site_id,subscription_id,recommended_plan_id,businessunitcode,product_id,billing_method,pricing_source
5110,1931842,30437,ANG,2195,send_invoice,MP
5110,1932050,30437,ANG,2195,send_invoice,MP
5110,1933820,30436,ANG,2195,send_invoice,MP
5110,1935089,30437,ANG,2195,send_invoice,MP
5110,1935902,30437,ANG,2195,send_invoice,MP
5110,1936547,30437,ANG,2195,send_invoice,MP
5110,1937536,30412,ANG,2194,send_invoice,MP
5110,1938076,30437,ANG,2195,send_invoice,MP
5110,1938370,30437,ANG,2195,send_invoice,MP
5110,1939163,30412,ANG,2194,send_invoice,MP
5110,1939615,30437,ANG,2195,send_invoice,MP
5110,1939816,30414,ANG,2194,send_invoice,MP
5110,1939831,30457,ANG,2196,send_invoice,MP
5110,1943672,29854,ANG,2195,send_invoice,MP
5110,1947189,30457,ANG,2196,send_invoice,MP
5110,1947516,30437,ANG,2195,send_invoice,MP
5110,1948789,29854,ANG,2195,send_invoice,MP
5110,1951778,30437,ANG,2195,send_invoice,MP
5110,1951780,30415,ANG,2194,send_invoice,MP
5110,1951796,30415,ANG,2194,send_invoice,MP
5110,1951814,30415,ANG,2194,send_invoice,MP
5110,1951850,30415,ANG,2194,send_invoice,MP
5110,1951855,30415,ANG,2194,send_invoice,MP
5110,1951866,30414,ANG,2194,send_invoice,MP
5110,1951872,30415,ANG,2194,send_invoice,MP
5110,1957380,30415,ANG,2194,send_invoice,MP
5110,1957392,30415,ANG,2194,send_invoice,MP
5110,1957420,30415,ANG,2194,send_invoice,MP
5110,1957428,30437,ANG,2195,send_invoice,MP
5110,1957443,30457,ANG,2196,send_invoice,MP
5110,1974611,30463,ANG,2197,send_invoice,MP
5110,1974643,30463,ANG,2197,send_invoice,MP
5110,1974684,30463,ANG,2197,send_invoice,MP
